bill_id,short_title,sponsor,co_sponsors,floor_sponsor,last_action,last_action_owner,subjects,num_substitutes,substitute_sponsors,active_version,subjects_changed,committees,money_appropriated,originating_chamber,final_chamber,sponsor_id,session_year,session_id
HCR009,"Concurrent Resolution Supporting Rural Development of Wind, Solar, and Geothermal Energy",ARENTPM,None,VICKEEJ,House/ filed,House file for bills not passed,Resolutions; Solar Power; Wind Power; Rural Development,0,None,HCR009S01,False,"House Natural Resources, Agriculture, and Environment Committee",,,,ARENTPM,2018,2018GS
HCR010,Concurrent Resolution Approving the Statewide Resource Management Plan,STRATKJ,None,HINKIDP,House/ filed,House file for bills not passed,Resolutions; Natural Resources,0,None,HCR010,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Natural Resources, Agriculture, and Environment Committee",,,,STRATKJ,2018,2018GS
HCR011,Concurrent Resolution Urging Congress to Repeal the Jones Act,WHEATMA,None,ESCAML,House/ filed,House file for bills not passed,Resolutions; International Trade; Transportation,0,None,HCR011,False,House Transportation Committee; Senate Economic Development and Workforce Services Committee,,,,WHEATMA,2018,2018GS
HCR012,Concurrent Resolution Calling upon Congress to Assure a Complete and Accurate 2020 Census,CHAVER,None,VANTAKT,Governor Signed,Lieutenant Governor's office for filing,Resolutions; Federal Government,0,None,HCR012S01,False,House Economic Development and Workforce Services Committee; Senate Health and Human Services Committee,,,,CHAVER,2018,2018GS
HCR013,Concurrent Resolution Recognizing the Military and Veteran Legal Assistance Program,PETERVL,None,KNUDSPC,Governor Signed,Lieutenant Governor's office for filing,Resolutions; Veterans Affairs; Human Services,0,None,HCR013,False,House Economic Development and Workforce Services Committee; Senate Economic Development and Workforce Services Committee,,,,PETERVL,2018,2018GS
HCR014,Concurrent Resolution Recognizing Utah's Robust Economic Growth and Urbanization,WILSOBR,None,ADAMSJS,Governor Signed,Lieutenant Governor's office for filing,Resolutions; Economic Development,0,None,HCR014S01,False,House Economic Development and Workforce Services Committee; Senate Economic Development and Workforce Services Committee,,,,WILSOBR,2018,2018GS
HCR015,Concurrent Resolution Commending Jordan School District on its Fleet of Natural Gas School Buses,ACTONCK,None,FILLML,House/ filed,House file for bills not passed,Resolutions; Education; Public Education; Local Boards of Education; School Finance; Natural Gas; Clean Fuels; Air; Environmental Quality,0,None,HCR015,False,"House Transportation Committee; Senate Transportation, Public Utilities, Energy, and Technology Committee",,,,ACTONCK,2018,2018GS
HCR016,Concurrent Resolution Honoring President Matthew S. Holland,DAWBM,None,DAYTOM,Governor Signed,Lieutenant Governor's office for filing,Resolutions; Education; Higher Education,0,None,HCR016,False,,,,,DAWBM,2018,2018GS
HCR017,Concurrent Resolution Calling on Congress to Develop a Responsible Monetary Policy,IVORYK,None,,House/ filed,House file for bills not passed,Resolutions; Federal Government,0,None,HCR017,False,House Revenue and Taxation Committee,,,,IVORYK,2018,2018GS
HCR018,Concurrent Resolution Recognizing the Work of the Stop the Bleed Initiative and Campaign,SPENDRM,None,ZEHNDB,House/ filed,House file for bills not passed,Resolutions; Health,0,None,HCR018,False,House Health and Human Services Committee; Senate Health and Human Services Committee,,,,SPENDRM,2018,2018GS
HCR019,Concurrent Resolution Regarding the Impact of Federal Lands on the State Education System,IVORYK,None,DABAKJ,Governor Signed,Lieutenant Governor's office for filing,Resolutions; Education; Public Lands; Federalism; Property Tax; Federal Government,0,None,HCR019,False,,,,,IVORYK,2018,2018GS
HCR020,"Concurrent Resolution Honoring Jon M. Huntsman, Sr.",HUGHEGH,None,NIEDEWL,Governor Signed,Lieutenant Governor's office for filing,Resolutions; Business; Charities,0,None,HCR020,False,,,,,HUGHEGH,2018,2018GS
HCR021,Concurrent Resolution to Name a State Park after Fred Hayes,PERRYLB,None,IPSONDL,Governor Signed,Lieutenant Governor's office for filing,Parks; Resolutions; Natural Resources,0,None,HCR021,False,,,,,PERRYLB,2018,2018GS
HCR022,Concurrent Resolution Designating April as #msdkindness Month,RAYP,None,THATCDW,Governor Signed,Lieutenant Governor's office for filing,Resolutions; Education; School Safety,0,None,HCR022,False,,,,,RAYP,2018,2018GS
HJR001,Joint Resolution Urging Exemption from the Antiquities Act,ALBRECR,None,HINKIDP,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Resolutions; Natural Resources,0,None,HJR001,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Natural Resources, Agriculture, and Environment Committee",,House,,ALBRECR,2018,2018GS
HJR002,Joint Resolution Urging Congress to Relocate Federal Land Management Agency Headquarters,ALBRECR,None,HINKIDP,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Resolutions; Natural Resources,0,None,HJR002,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Natural Resources, Agriculture, and Environment Committee",,House,,ALBRECR,2018,2018GS
HJR003,Proposal to Amend Utah Constitution -- Regarding the Practice of Law,THURSNK,None,,House/ filed,House file for bills not passed,"Resolutions; Resolutions, Constitutional; Constitution; Attorneys; Judiciary",0,None,HJR003,False,,,House,,THURSNK,2018,2018GS
HJR004,Joint Resolution Approving Appointment of Director of the Office of Legislative Research and General Counsel,HUGHEGH,None,NIEDEWL,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Resolutions; Legislative Affairs,0,None,HJR004,False,,,House,,HUGHEGH,2018,2018GS
HJR005,Joint Rules Resolution -- Withdrawal of Numbered Bill Before Introduction,HANDYSG,None,,House/ filed,House file for bills not passed,Legislature; Resolutions,0,None,HJR005,False,,,House,,HANDYSG,2018,2018GS
HJR006,Joint Resolution Commemorating the 50th Anniversary of the Fair Housing Act,FROERG,None,ADAMSJS,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Resolutions; Real Estate; Housing,0,None,HJR006,False,House Economic Development and Workforce Services Committee; Senate Economic Development and Workforce Services Committee,,House,,FROERG,2018,2018GS
HJR007,Joint Resolution Granting Legislative Approval for the Sale or Long-term Lease of Utah State Developmental Center Land,KENNEMS,None,HEMMED,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Resolutions; Highways; Human Services,0,None,HJR007,False,"House Government Operations Committee; Senate Transportation, Public Utilities, Energy, and Technology Committee",,House,,KENNEMS,2018,2018GS
HJR008,Joint Resolution Honoring Utah's Sportsmen and Sportswomen,HAWKETD,None,CHRISAM,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Recreation; Resolutions; Natural Resources,0,None,HJR008,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Natural Resources, Agriculture, and Environment Committee",,House,,HAWKETD,2018,2018GS
HJR009,Proposal to Amend Utah Constitution -- Unreasonable Searches and Seizures,HALLHC,None,,House/ filed,House file for bills not passed,"Resolutions; Resolutions, Constitutional; Electronic Privacy; Constitution",0,None,HJR009,False,House Judiciary Committee,,House,,HALLHC,2018,2018GS
HJR010,Joint Resolution Approving a Class VI Commercial Nonhazardous Solid Waste Landfill,FROERG,None,HINKIDP,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Resolutions; Environmental Quality; Solid Waste,0,None,HJR010,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Public Utilities, Energy, and Technology Committee",,House,,FROERG,2018,2018GS
HJR011,Joint Rules Resolution on Base Budgeting Provisions,FAWSOJL,None,VICKEEJ,House/ filed,House file for bills not passed,Legislative Affairs; Revenue and Taxation; Appropriations,0,None,HJR011,False,House Rules Committee,,House,,FAWSOJL,2018,2018GS
HJR012,Joint Resolution Calling upon the Attorney General to Sue Prescription Opioid Manufacturers,MCKELMK,None,DABAKJ,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Resolutions; Health; Medical Malpractice,0,None,HJR012,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee; House Judiciary Committee",,House,,MCKELMK,2018,2018GS
HJR013,Joint Rules Resolution Requiring Public Disclosure of Total Bill Requests by Legislator,MCCAYD,None,,House/ filed,House file for bills not passed,"Legislature; Resolutions; Resolutions, Rules",0,None,HJR013,False,House Rules Committee,,House,,MCCAYD,2018,2018GS
HJR014,Joint Rules Resolution Regarding Legislative Review Notes,MCCAYD,None,BRAMBCS,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Resolutions; Legislative Affairs,0,None,HJR014,False,House Rules Committee,,House,,MCCAYD,2018,2018GS
HJR015,Proposal to Amend Utah Constitution -- Municipal Water Amendment,STRATKJ,None,,House/ filed,House file for bills not passed,"Resolutions; Resolutions, Constitutional; Natural Resources; Water and Irrigation; Political Subdivisions (Local Issues); Municipal Government",0,None,HJR015,False,"House Natural Resources, Agriculture, and Environment Committee",,House,,STRATKJ,2018,2018GS
HJR016,Joint Rules Resolution -- Procedure Amendments,DUNNIJA,None,HENDEDM,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,"Resolutions, Rules; Legislative Affairs",0,None,HJR016S03,False,House Rules Committee,,House,,DUNNIJA,2018,2018GS
HJR017,"Proposal to Amend Utah Constitution -- Right to Pursue Trade, Vocation, Occupation, or Career",GREENBM,None,,House/ filed,House file for bills not passed,"Resolutions; Resolutions, Constitutional; State Affairs in General; Constitution; Right to Work; Political Subdivisions (Local Issues)",0,None,HJR017,False,House Judiciary Committee,,House,,GREENBM,2018,2018GS
HJR018,Proposal to Amend Utah Constitution -- Special Sessions of the Legislature,WILSOBR,None,HEMMED,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,"Legislature; Resolutions; Resolutions, Constitutional; Constitution",0,None,HJR018,False,Senate Government Operations and Political Subdivisions Committee; House Rules Committee,,House,,WILSOBR,2018,2018GS
HJR019,Joint Rules Resolution Establishing Interim Committee Rules,DUNNIJA,None,HENDEDM,House/ filed,House file for bills not passed,"Resolutions; Resolutions, Rules; Legislative Affairs; Committees, Legislative; Appropriations",0,None,HJR019,False,,,House,,DUNNIJA,2018,2018GS
HJR020,Joint Resolution Submitting a Question to Voters,EDWARRP,None,FILLML,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Education; Revenue and Taxation; Transportation,0,None,HJR020S01,False,House Political Subdivisions Committee,,House,,EDWARRP,2018,2018GS
HR0001,House Resolution Urging Restorative Justice in Utah's Education System,HOLLIS,None,,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Resolutions; Education,0,None,HR0001S01,False,House Education Committee,,,,HOLLIS,2018,2018GS
HR0002,House Rules Resolution on Electronic Presentations,CUTLEBR,None,,House/ filed,House file for bills not passed,"Resolutions; Resolutions, Rules; Technology; Legislative Affairs",0,None,HR0002,False,House Rules Committee,,,,CUTLEBR,2018,2018GS
HR0003,House Resolution Encouraging and Supporting International Education and Cultural Exchanges,WINDEM,None,,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Resolutions; Education; Heritage and Arts,0,None,HR0003,False,House Economic Development and Workforce Services Committee,,,,WINDEM,2018,2018GS
HR0004,House Rules Resolution -- Procedures Amendments,DUNNIJA,None,,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,"Resolutions, Rules; Legislative Affairs",0,None,HR0004,False,House Rules Committee,,,,DUNNIJA,2018,2018GS
HR0005,House Resolution on Trade Relations with Israel,IVORYK,None,,House/ to Lieutenant Governor,Lieutenant Governor's office for filing,Business; Financial Institutions,0,None,HR0005,False,House Business and Labor Committee,,,,IVORYK,2018,2018GS
HR0006,"House Resolution Encouraging Expanded Family Leave Benefits and Quality, Affordable Child Care",EDWARRP,None,,House/ filed,House file for bills not passed,Revenue and Taxation,0,None,HR0006,False,,,,,EDWARRP,2018,2018GS
HR0007,House Rules Resolution Creating a Governmental Oversight Committee,STRATKJ,None,,House/ filed,House file for bills not passed,Resolutions; Government Operations (State Issues),0,None,HR0007,False,,,,,STRATKJ,2018,2018GS
SB0001,HIGHER EDUCATION BASE BUDGET,VICKEEJ,None,GROVEK,Governor Signed,Lieutenant Governor's office for filing,Budgeting; Higher Education; Appropriations,0,None,SB0001S01,False,,"This bill appropriates ($277,500) in operating and capital budgets for fiscal year 2018, all of which is from the Education Fund. This bill appropriates $1,852,390,900 in operating and capital budgets for fiscal year 2019, including:<hr><ltbullet>$338,031,400 from the General Fund;<hr><ltbullet>$669,446,900 from the Education Fund;<hr><ltbullet>$844,912,600 from various sources as detailed in this bill. This bill appropriates $11,500,000 in restricted fund and account transfers for fiscal year 2019, all of which is from the Education Fund.",Senate,,VICKEEJ,2018,2018GS
SB0002,Public Education Budget Amendments,HILLYLW,None,MCCAYD,Governor Signed,Lieutenant Governor's office for filing,Budgeting; Public Education; Appropriations,0,None,SB0002,False,,"This bill appropriates $17,101,400 in operating and capital budgets for fiscal year 2018, including:<hr><ltbullet>$150,000 from the General Fund;<hr><ltbullet>$3,099,100 from the Education Fund; and<hr><ltbullet>$13,852,300 from various sources as detailed in this bill.<hr>This bill appropriates $193,669,100 in operating and capital budgets for fiscal year 2019, including:<hr><ltbullet>$600,000 from the General Fund;<hr><ltbullet>$10,000,000 from the Uniform School Fund;<hr><ltbullet>$161,392,400 from the Education Fund; and<hr><ltbullet>$21,676,700 from various sources as detailed in this bill.",Senate,,HILLYLW,2018,2018GS
SB0003,Current Fiscal Year Supplemental Appropriations,STEVEJW,None,LASTBG,Governor Signed,Lieutenant Governor's office for filing,Budgeting; Appropriations,0,None,SB0003,False,,"This bill appropriates $153,121,000 in operating and capital budgets for fiscal year 2018, including:<hr><ltbullet>$51,923,700 from the General Fund;<hr><ltbullet>$101,197,300 from various sources as detailed in this bill. This bill appropriates $15,450,000 in expendable funds and accounts for fiscal year 2018, including:<hr><ltbullet>$1,400,000 from the General Fund;<hr><ltbullet>$14,050,000 from various sources as detailed in this bill. This bill appropriates $2,000,000 in business-like activities for fiscal year 2018. This bill appropriates $13,748,100 in restricted fund and account transfers for fiscal year 2018, including:<hr><ltbullet>$848,100 from the General Fund;<hr><ltbullet>$12,900,000 from various sources as detailed in this bill. This bill appropriates $850,000 in transfers to unrestricted funds for fiscal year 2018.",Senate,,STEVEJW,2018,2018GS
